id,scrap_date,price,description,location,type,phone,url,habitaciones,baños,metros_cuadrados,otros
157745845,2020-11-02 19:00:53,1300,"Fantástica vivienda en Les Corts, junto a la Avenida Diagonal y a muy pocos pasos de la plaza de Maria Cristina.  Zona totalmente consolidada, con multitud de servicios a su alrededor. Gran oferta comercial en sus cercanías, restaurantes, oficinas, universidades, al lado de El Corte Inglés. Gra...","De Gandesa, Les Corts",Piso,,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor/157745845/d,3 habs.,2 baños,100 m²,con ascensor y terraza
157745843,2020-11-02 19:00:53,1000,"En el barrio de Sarriá, en la calle Riu de l’Or. Salón, cocina equipada, 2 habitaciones y 1 baño. El salón es exterior a interior de manzana. La cocina está equipada con nevera y lavadora. De las habitaciones una es doble (exterior) y otra es individual (interior) Baño con plato de ducha. P...","Carrer Riu de L´or, Sarrià - Sant Gervasi",Piso,932 992 918,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157745843/d,2 habs.,1 baño,65 m²,con ascensor
157745821,2020-11-02 19:00:53,1100,"Mallorca - Casanova - Villarroel   Piso reformado de 110m2 en l´Antiga Esquerra de l´Eixample  Se entrega amueblado y con la cocina equipada, listo para entrar a vivir.   Consta de gran salón comedor exterior con salida a balcón.  Tres habitaciones.  Cocina independiente equipada con todo...","Carrer Mallorca, 153, Eixample",Piso,935 433 998,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157745821/d,3 habs.,2 baños,110 m²,con ascensor
157745820,2020-11-02 19:00:53,856,"Laforja - Amigó - Santaló   Piso reformado de 50m2 en Sant Gervasi-Galvany   Se entrega amueblado y con la cocina equipada, listo para entrar a vivir.   Consta de amplia zona de living en la que se integran espacios de salón comedor y cocina equipada con todos los electrodomésticos (TV incl...","Carrer Laforja, 106, Sarrià - Sant Gervasi",Piso,935 433 998,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157745820/d,1 hab.,1 baño,55 m²,con ascensor
157745806,2020-11-02 19:00:53,960,"Piso en perfecto estado frente a La Maquinista. Muy luminoso y soleado todo el día. Amplio salón- comedor de 21 m2 amueblado con salida a terraza soleada y agradable de 12 m2. Con tres habitaciones, dos dobles y una de ellas con baño suitte y vestidor. Con baño con bañera y aseo con ducha, impeca...","Passeig de L'havana, Sant Andreu",Piso,932 886 889,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado/157745806/d,3 habs.,2 baños,80 m²,con ascensor y terraza
157745797,2020-11-02 19:00:53,900,Fantástico piso de 3 habitaciones dobles amueblado. Dispone de salón comedor amplio y soleado. Balcón. Baño completo con bañera y aseo independiente. Cocina equipada con acceso a lavadero. Finca con Ascensor.  Suministros dados de alta. Gastos de comunidad incluidos. Se entrega pintado. Registro ...,"Avinguda de Madrid, Sants - Montjuïc",Piso,932 992 519,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157745797/d,3 habs.,2 baños,87 m²,con ascensor
157745791,2020-11-02 19:00:53,845,"Piso de 3 habitaciones dos dobles y una de ella individual que se utiliza como vestidor. La habitación de matrimonio es amplia exterior con acceso a un pequeño balcón. vivienda que consta de 55m2, salón comedor exterior con salida a un pequeño balcon. cocina equipada con electrodomésticos, armari...","Carrer de Lope de Vega, Sant Martí",Piso,932 995 702,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/ascensor-se-aceptan-mascotas/157745791/d,3 habs.,1 baño,55 m²,con ascensor
157745722,2020-11-02 19:00:53,725,"Te presentamos este precioso piso de 36 m2 en el barrio de la Barceloneta, a pocos metros del mar para disfrutar de un paseo a orillas del Mediterráneo. El piso consta de una habitación doble de 10 m2 con armario empotrado; baño con ducha; salón-comedor de 15 m2 con cocina americana integrada y t...",Ciutat Vella,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/amueblado/157745722/d,1 hab.,1 baño,43 m²,
157745648,2020-11-02 19:00:53,2280,Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponibilidad inmediata.  Moderno y elegante apartamento de 120mt2 ubicado en una zona residencial por excelencia en la Eixample Esquerra de Barcelona y a muy pocos pasos de Plaza Tetuán.  La zona de día consta de un fabuloso salón...,"Carrer de Casp, Eixample",Piso,931 337 036,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-amueblado-television-internet/157745648/d,3 habs.,2 baños,120 m²,con ascensor y terraza
157745398,2020-11-02 19:00:53,790,"DISPONIBLE A PARTIR DEL 01 DE DICIEMBRE DE 2020 UBICACIÓN: C/ JULIAN BESTEIRO  SE PRECISA CONTRATO INDEFINIDO MÁS DE UN AÑO EN LA EMPRESA    -Ubicado en una zona muy bien comunicada por transporte público: varias líneas de autobús, metro L2(BAC DE RODA) y tranvía. Cerca de colegios, supermerc...","Carrer de Julián Besteiro, Sant Martí",Piso,932 938 251,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor/157745398/d,2 habs.,1 baño,72 m²,con ascensor
157745366,2020-11-02 19:00:53,549,"Excelente ubicación situado en el corazón del Eixample ,piso de 34m² de dos habitaciones una de ellas muy pequeña, salón con cocina americana,baño con plato de ducha. Totalmente reformado. Ideal para una persona o para una pareja.    BUS : 19, N1, 33, 34, 50, 51, B24, H10, N9  METRO: L5 SAGRADA F...","Provença, 497, Eixample",Piso,932 825 594,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/ascensor/157745366/d,2 habs.,1 baño,38 m²,con ascensor
157745353,2020-11-02 19:00:53,665,"Primer piso con ascensor. Cocina y baño reformados, parquet, 1 Habitación doble, 1 sencilla y 1 estancia, luminoso, amplio, tranquilo, junto a Vía Julia (eje comercial de Nou Barris), próximo a Parc de Guineueta, Biblioteca Les Roquetes, Casal d’avis, Llar d’infants, Centre educación infantil, Es...","Almansa, 12, Nou Barris",Piso,932 825 594,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/ascensor/157745353/d,3 habs.,1 baño,57 m²,con ascensor
157745315,2020-11-02 19:00:53,2130,Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponibilidad inmediata.  Moderno y elegante apartamento de 110mt2 ubicado en una zona residencial por excelencia en la Eixample Esquerra de Barcelona y a muy pocos pasos de Plaza Tetuán.  La zona de día consta de un fabuloso salón...,"Carrer de Casp, Eixample",Piso,931 337 036,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157745315/d,3 habs.,2 baños,110 m²,con ascensor
157745314,2020-11-02 19:00:53,1150,"Piso que consta de tres habitaciones dos dobles y una mediana, completamente amueblado, es ideal para compartir. Salón comedor amplio con suelos de parquet. Consta de dos cuartos de baños completos, Cocina completamente equipada y amplia con una mesita para poder comer. Ventanas de aluminio con ...","Carrer D'aragó, Eixample",Piso,932 995 702,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado-television/157745314/d,3 habs.,2 baños,100 m²,con ascensor
157745308,2020-11-02 19:00:53,550,"Estudio amueblado, recién pintado reformado y equipado con cocina, lavadora y frigorífico. Soleado y exterior a la calle, con conserje, situado cerca del metro Torras i Bages y del centro comercial La Maquinista. No se aceptan mascotas.","Plaça de Mossèn Clapés, 16, Sant Andreu",Estudio,931 335 873,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/amueblado/157745308/d,,1 baño,30 m²,
157745296,2020-11-02 19:00:53,800,"DISPONIBLE 1 DE DICIEMBRE, SE PUEDEN HACER YA VISITAS!  Garlasa Trade les ofrece esta auténtica oportunidad en Rambla Badal en Sants.  Ático en el barrio de Sants, muy luminoso y muy tranquilo.  Muy bien comunicado, autobuses en puerta, metro Línia Roja a 5 mint y metro Línea azul a 10 minu...","Rambla de Badal, Sants - Montjuïc",Piso,932 513 716,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado/157745296/d,1 hab.,1 baño,50 m²,con ascensor y terraza
157745282,2020-11-02 19:00:53,700,"""""ESPECTACULAR Y AUTENTICO PISO EN LA BARCELONETA!  Totalmente amueblado y equipado listo para instalarse. Decorado con gran gusto, este piso se encuentra a pasos de la playa.  Destacando su amplio balcón, el piso esta compuesto de un salón comedor con cocina integrada, un dormitorio doble, u...","Carrer de Sant Elm, Ciutat Vella",Piso,932 933 364,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/zona-comunitaria/157745282/d,2 habs.,1 baño,33 m²,
157745261,2020-11-02 19:00:53,650,"Alquilo piso a metros de la parada  el carmel  Piso exterior  El piso cuenta con tres habitaciones dobles totalmente exteriores, cocina, lavadero y salón comedor  en finca con ascensor. Muy buena oportunidad , el trato es directamente con el propietario de la finca , sin gastos de agencia ni in...","Passatge de Calafell, 20, Horta - Guinardó",Piso,932 514 871,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/ascensor-se-aceptan-mascotas/157745261/d,3 habs.,1 baño,65 m²,con ascensor
157745186,2020-11-02 19:00:53,900,Piso de 67 mts. en calle Conca con Industria - de 2 habitaciones dobles con armarios empotrados - 1 baño completo - Salon comedor muy luminoso - Terraza - Cocina independiente equipada - Lavadero -  Amueblado - Finca con Ascensor - Muy bien ubicado... ,"Conca, Sant Martí",Piso,932 937 726,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/terraza-ascensor-amueblado/157745186/d,2 habs.,1 baño,67 m²,con ascensor y terraza
157745173,2020-11-02 19:00:53,650,"Ref. ALQ 3561: Les Corts, piso amueblado en planta baja de 30m2, 2º real con ascensor, en calle muy tranquila, 1 dormitorio doble con armarios empotrados, baño con ducha, cocina americana equipada, aire acondicionado frio / calor , suelo de parquet, se pide solvencia económica demostrable y antig...","Evarist Arnus, 72, Les Corts",Piso,932 513 046,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor-amueblado/157745173/d,1 hab.,1 baño,30 m²,con ascensor
157745163,2020-11-02 19:00:53,2000,Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponibilidad inmediata.  Moderno y elegante apartamento de 100mt2 ubicado en una zona residencial por excelencia en la Eixample Esquerra de Barcelona y a muy pocos pasos de Plaza Tetuán.  La zona de día consta de un fabuloso salón...,"Carrer de Casp, Eixample",Piso,931 337 036,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157745163/d,2 habs.,2 baños,100 m²,con ascensor
157745121,2020-11-02 19:00:53,945,"Magnífico piso totalmente exterior de 74 metros cuadrados útiles con preciosas vistas a toda Barcelona. La vivienda dispone de 3 habitaciones, una de ellas doble y las restantes individuales, un amplio comedor de 20 metros cuadrados con salida a un balcón de 5 metros cuadrados, cocina independien...","Carrer Selva de Mar, Sant Martí",Piso,932 513 754,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor/157745121/d,3 habs.,1 baño,75 m²,con ascensor y terraza
157745019,2020-11-02 19:00:53,1200,"Altura piso 1º, piso superficie total 76 m², superficie útil 74 m², hab. individuales: 2, habitaciones dobles: 1, 1 baño, aire acondicionado (frío y calor), antigüedad más de 50, armarios empotrados (2), balcón (con vistas al barrio), calefacción (central), carpintería exterior (aluminio), cocina...","Osona, Sarrià - Sant Gervasi",Piso,935 439 838,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157745019/d,3 habs.,1 baño,76 m²,con ascensor
157745017,2020-11-02 19:00:53,895,"Altura piso 3º, piso superficie total 65 m², superficie útil 65 m², hab. individuales: 1, habitaciones dobles: 2, 1 baño, aire acondicionado (frío y calor), armarios empotrados (2), carpintería exterior (aluminio), cocina (totalmente equipada), comedor (amplio y luminoso), estado conservación: re...","Sant Marti, Ciutat Vella",Piso,935 439 838,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157745017/d,3 habs.,1 baño,65 m²,
157745016,2020-11-02 19:00:53,800,"CARACTERÍSTICAS: Piso de 54m2 (48m2 útiles) en El Poble-sec con terraza. Este piso cuenta con 1 habitación doble totalmente amueblada y con armario empotrado, 1 baño completo con plato de ducha, una cocina de estilo americana, un salón con televisor y un despacho. Desde la ventana se puede obse...","Lleida, Sants - Montjuïc",Piso,935 439 838,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-amueblado/157745016/d,1 hab.,1 baño,54 m²,con terraza
157745013,2020-11-02 19:00:53,850,"CARACTERISTICAS  - Piso tipo loft de 46m2 en Sants-Montjuic - 1 habitacion doble  - 1 baño completo - Hay un balcon con vista a la calle  - Piso muy luminoso  - Cocina totalmente equipada - Piso totalmente amueblado  - Cerca de todas las comodidades   FICHA TECNICA  Altura piso 1º, pis...","Lleida, Sants - Montjuïc",Estudio,935 439 838,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157745013/d,1 hab.,1 baño,46 m²,
157745010,2020-11-02 19:00:53,925,"CARACTERÍSTICAS: - Piso de 63 m2 (55 m2) en el Poble Sec.  - Tiene una habitación doble. - Un baño completo. - Cocina totalmente equipada. - 2 balcones con vistas a la calle. - Totalmente amueblado, con todo lo necesario para entrar a vivir.  - Muy bien ubicado, cerca de todas las comodida...","Blai, Sants - Montjuïc",Piso,935 439 838,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-amueblado/157745010/d,1 hab.,2 baños,63 m²,
157745006,2020-11-02 19:00:53,850,"CARACTERÍSTICAS: Vivienda de 60m2 en Hostafrancs muy luminoso y con terraza/balcón. Este bonito piso reformado está distribuido en dos habitaciones dobles, un baño completo. Además cuenta con una cocina totalmente equipada, un salón amplio con salida a un balcón amplio y una zona de lavandería....","Àliga, Sants - Montjuïc",Piso,935 439 838,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-amueblado/157745006/d,2 habs.,1 baño,62 m²,con terraza
157744932,2020-11-02 19:00:53,1175,"Piso en alquiler de 95m²  en el Putxet cerca de la Plaça Alfonso Comín (Disponible a partir 1 de Diciembre 2020). Dispone de salón-comedor con salida a terraza, cocina equipada con horno y cocina de gas. 4 habitaciones (dos dobles y dos individuales) Tiene dos baños, uno completo con plato de duc...",Sarrià - Sant Gervasi,Piso,935 432 531,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-ascensor-internet/157744932/d,4 habs.,2 baños,95 m²,con ascensor y terraza
157744854,2020-11-02 19:00:53,1100,"Piso semi amueblado, con distribución cuadrada, junto a Pg. de Sant Joan y a escasos metros del metro de Verdaguer. Piso grande y muy soleado de 107m² en buen estado y muy céntrico.  SALÓN muy amplio y luminoso, con acceso a terraza de 6m². COCINA office grande y totalmente equipada. 1 HABITA...","Carrer de Còrsega, Gràcia",Piso,931 337 262,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-terraza-ascensor/157744854/d,4 habs.,2 baños,107 m²,con ascensor y terraza
157744819,2020-11-02 19:00:53,1105,"REFORMADO HACE 6 MESES!  CALLE ASTURIAS, ESQUINA TORRENT DE L´OLLA, a 1 MIN PLAÇA DEL DIAMANT! Magnifico piso, totalmente reformado, todo exterior, alegre, luminoso y soleado.  En el maravilloso "" Barrio de Gracia "" es famoso por su encanto y diversidad.  Al pasear por sus calles, tienes la...","Asturias, 53, Gràcia",Piso,932 995 316,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-no-amueblado/157744819/d,2 habs.,1 baño,60 m²,con terraza
157744798,2020-11-02 19:00:53,1100,"Ubicado en pleno corazón de l'Eixample, concretamente en l'Antiga Esquerra de l'Eixample, en la calle Provença, a 5 minutos a pie de Passeig de Gràcia, disponemos de este precioso y funcional piso de 70m2 construidos. Está situado en la primera planta del edificio, el cual dispone de principal y ...","Provença, Eixample",Piso,932 751 886,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157744798/d,2 habs.,1 baño,70 m²,con ascensor
157744744,2020-11-02 19:00:53,1300,"Piso amueblado, consta de 70m, distribuidos en salón, una habitación doble interior, una habitación doble exterior con balcón y una habitación individual interior. Un baño con ducha. Cocina totalmente equipada con enseres. Televisor en el salón. Calefacción a gas y aire acondicionado Split. Listo...",Eixample,Piso,932 829 126,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157744744/d,3 habs.,1 baño,70 m²,con ascensor
157744669,2020-11-02 19:00:53,1850,Excelentes viviendas de obra nueva a estrenar totalmente exteriores con acabados de primer nivel. Dos dormitorios dobles (uno suite) con armarios empotrados y 2 cuartos de baño. Dispone de dos  terrazas de 10m2 a calle Deu i Mata y a patio de manzana. Calefacción por radiadores (aerotermia) y air...,Les Corts,Piso,932 829 126,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-trastero-ascensor-no-amueblado/157744669/d,2 habs.,2 baños,95 m²,con ascensor
157744657,2020-11-02 19:00:53,900,"Piso de altas prestaciones en finca regia. Acabados e interiores bien cuidados. Exclusiva zona en centro de Barcelona. Perfectamente comunicado a 5 minutos a pie de Plaza España y centro comercial las Arenas. Dispone de 2 habitaciones amplias y luminosas, ambas con armarios. Baño completo amplio....","Avinguda Paral·lel, 103, Sants - Montjuïc",Piso,932 992 519,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-ascensor-amueblado/157744657/d,2 habs.,1 baño,60 m²,con ascensor
157744608,2020-11-02 19:00:53,1090,"Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponibilidad inmediata.  Rodeado de todo tipo de comercio y perfectamente comunicado con el resto de la ciudad, entre calle de Provenza y carrer del Rosselló, en el corazón de la Eixample Dreta, encontramos este precioso apartamento...","Carrer de Rogent, Sant Martí",Piso,931 337 036,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157744608/d,2 habs.,1 baño,69 m²,con ascensor
157744597,2020-11-02 19:00:53,825,"Piso en alquiler en la Calle Ter, cerca del metro del Clot.  Consta de Salón de 20 m2,  3 habitaciones ( 1 Doble exterior y 2 individuales interiores) Cocina amplia con salida a Galería con suelo de gres  y de electrodomésticos, la Lavadora. Baño completo con plato de ducha. Un agradable Balcón....","Carrer del Ter, Sant Martí",Piso,935 435 409,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion-ascensor/157744597/d,3 habs.,1 baño,66 m²,con ascensor
157744525,2020-11-02 19:00:53,990,"TOTALMENTE REFORMADO. Ático de 63 m2+30m2 de terraza, con ascensor muy luminoso, de una habitación, cuarto de baño completo, salón-comedor de 30m, PARQUET en todas las estancias de roble, cocina totalmente equipada de electrodomésticos, ventanas de aluminio con doble acristalamiento y climatizac...","Avinguda Republica Argentina, Sarrià - Sant Gervasi",Ático,932 514 457,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-terraza-trastero-ascensor/157744525/d,1 hab.,1 baño,93 m²,con ascensor y terraza
157744513,2020-11-02 19:00:53,965,"Se alquila ático en Concepció Arenal en el barrio de Sant Andreu del Palomar muy cerca de la estación de tren de Sant Andreu Arenal, estación de Buses de Fabra i Puig y metro línea l1.  Conexiones de metro, y zona de servicios y comercio cercanas. El piso consta de 54m2 útiles con balcón-terraza...","Carrer Concepcion Arenal, Sant Andreu",Ático,932 515 348,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/terraza-ascensor/157744513/d,2 habs.,1 baño,54 m²,con ascensor y terraza
157744467,2020-11-02 19:00:53,1390,"Espectacular piso junto a Paseo de Gracia, Con vistas al patio de famoso Hotel Mandarin, en uno de los puntos más céntricos y bien comunicados de la ciudad, encontramos esta fantástica vivienda típica del Eixample Barcelonés totalmente reformada. Caracterizada por su luminosidad y su ambiente muy...",Eixample,Piso,932 829 126,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-no-amueblado/157744467/d,3 habs.,2 baños,90 m²,con terraza
157744455,2020-11-02 19:00:53,606,"Trinitat Nova. TOTALMENTE REFORMADO.  Indice Ref. Alquiler: 12,89€/m2  Renta 606 + Gastos de IBI aparte    Zona Trinitat Nova. Piso Exterior y Luminoso.    Segundo Piso real sin Ascensor.    50m2 Construidos Según Catastro. 2 Habitaciones (12m2, 9m2 ambas Exteriores). Salón-Comedor 16m2....","Carrer D'empúries, Nou Barris",Piso,932 938 646,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado/157744455/d,2 habs.,1 baño,50 m²,
157744434,2020-11-02 19:00:53,3490,"Espectacular piso en Quadrat d'Or, ubicado en Paseo de Gracia.  Encontramos esta exclusiva vivienda con amplio salón comedor, maravillosas galerías soleadas, espaciosa cocina abierta y equipada con electrodomésticos. En la zona de noche cuenta con tres dormitorios dobles y tres baños. El dormi...",Eixample,Piso,932 829 126,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado/157744434/d,3 habs.,3 baños,184 m²,con ascensor
157744412,2020-11-02 19:00:53,1300,Apartamento de alquiler temporal (desde 32 días a 11 meses) Disponibilidad inmediata.  Se trata de un precioso apartamento de 79mt2 perfectamente distribuidos en una de las zonas más céntricas de Barcelona: La Eixample Esquerra.   La zona de día consta de un precioso salón comedor con salida...,"Carrer del Consell de Cent, Eixample",Piso,931 337 036,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor-amueblado-television-internet/157744412/d,2 habs.,1 baño,79 m²,con ascensor
157744376,2020-11-02 19:00:53,900," Piso en alquiler en El Baix Guinardó, Horta Guinardó de 73m2 distribuidos en: un salón-comedor, 4 habitaciones (dos dobles y dos individuales), cocina independiente y caldera de gas, un baño completo con bañera y un lavadero.  Finca del 1958 con ascensor y portero. El barrio ofrece una buena ...","Carrer de Padilla, Horta - Guinardó",Piso,937 385 087,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/ascensor-no-amueblado/157744376/d,4 habs.,2 baños,73 m²,con ascensor
157744354,2020-11-02 19:00:53,675,"Bonito piso tipo loft de 30m2, cocina americana, bonito baño de diseño,  totalmente reformado, suelo de parquet, aire acondicionado con bomba de calor,  patio interior de 8m2,  se entrega amueblado, muy bien ituado en pleno barrio de gracia.  ASESORAMOS TU INVERSION Encuentra más en http://www...","Carrer de Torrijos, Gràcia",Estudio,932 758 146,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-patio-amueblado/157744354/d,,1 baño,33 m²,
157744349,2020-11-02 19:00:53,1000,"piso de 70m2, calle biscaia, 2 habitaciones, 1 baño, salon, cocina y terraza. llamar al 934 15 00 48","Carrer de Biscaia, Sant Andreu",Piso,932 995 389,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/navas/157744349/d,2 habs.,1 baño,70 m²,
157744306,2020-11-02 19:00:53,1100,"Situado en una de las mejores y más tranquilas zonas de Barcelona encontramos este acogedor piso, amueblado, pero sin ascensor.  Dispone de 2 dormitorios dobles y 1 baño completo ducha. Cuenta con un salón comedor muy luminoso. La cocina está totalmente equipada con electrodomésticos. Tiene suel...",Sarrià - Sant Gervasi,Piso,932 829 126,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157744306/d,2 habs.,1 baño,70 m²,
157744299,2020-11-02 19:00:53,850,"Piso en alquiler en el Clot, todo reformado con dos habitaciones, comedor, baño y cocina. Tiene una amplia terraza que sale directamente del comedor. No deje de verlo, muy bien situado. REF: EX7167JP IMMOMAX CONDAL AICAT 2825","Llagostera, Sant Martí",Piso,,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/el-camp-de-l'arpa-del-clot/157744299/d,2 habs.,1 baño,67 m²,
157744298,2020-11-02 19:00:53,1200,"Piso de 100 m2, de 4 habitaciones (2 dobles y 2 individuales), dos baños, cocina equipada con electrodomésticos, comedor de 30 m2, muy amplio y totalmente amueblado. Cerca de transporte público, comercios, colegios, zonas de ocio... Llámenos y le informaremos. ref. EX7396JP","Arago, Sant Martí",Piso,,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/ascensor-amueblado/157744298/d,4 habs.,2 baños,100 m²,con ascensor
157744290,2020-11-02 19:00:53,850,"40m2 amueblado de calidad y diseño con muebles y todos electrodomésticos.2 terrazas duplex ? En finca Moderna con 2 ascensores al lado de Plaza Molina en calle muy tranquila casi peatonal con todos los servicios de ferrocarriles, escuelas, autobuses, duplex con encanto para entrar a vivir. , al...","Carrer D'alfons XII, Sarrià - Sant Gervasi",Dúplex,932 938 027,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-terraza-ascensor/157744290/d,1 hab.,1 baño,40 m²,con ascensor y terraza
157744289,2020-11-02 19:00:53,700,"Piso en alquiler de 38 metros, tipo loft, Exterior con un balcón y una ventana. Totalmente reformado con aire acondicionado con bomba de calor, techos altos con las vigas de madera vistas, pared de piedra vista, amueblado y equipado. Salón comedor con la cocina americana y baño. Segundo real sin ...","Carrer del Corretger, Ciutat Vella",Piso,935 434 618,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado/157744289/d,,1 baño,38 m²,
157744285,2020-11-02 19:00:53,1108,"Espectacular piso EXTERIOR de 110 m2 con acabados de primera calidad. Con 3 habitaciones, dos dobles y una individual. Con baño impecable completo con bañera y aseo impecable completo con ducha. Con gran salón comedor de 38 m2 en dos ambientes. Muy soleado todo el día y con vistas despejadas a pl...",Nou Barris,Piso,932 886 889,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157744285/d,3 habs.,2 baños,110 m²,con ascensor
157744268,2020-11-02 19:00:53,790,"Piso en alquiler de 79 metros, interior a patio muy grande con buenas vistas, muy luminoso y soleado. Totalmente reformado con parquet, calefacción eléctrica de bajo consumo, carpintería exterior de aluminio doble cristal, equipado pero sin muebles. Dos dormitorios dobles, gran salón comedor, coc...","Carrer de Sant Pere Més Baix, Ciutat Vella",Piso,935 434 618,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/calefaccion/157744268/d,2 habs.,1 baño,79 m²,
157744266,2020-11-02 19:00:53,695,"Piso en alquiler de 56 metros. Exterior con cuatro ventanas, muy luminoso y soleado. Totalmente reformado con parquet, aire acondicionado con bomba de calor, pared de piedra vista, carpintería exterior de aluminio doble cristal, amueblado y equipado. Un dormitorio muy grande, amplio salón comedor...","Carrer de Les Semoleres, Ciutat Vella",Piso,935 434 618,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-amueblado-television/157744266/d,1 hab.,1 baño,56 m²,
157744222,2020-11-02 19:00:53,794,"SEPTIMO PISO REAL CON ASCENSOR, EXTERIOR, CON AIRE ACONDICIONADO Y CALEFACCIÓN.  Te presentamos este precioso piso de 52 m2 útiles ubicado en calle Provença con Independència.  El piso consta de dos habitaciones, una doble exterior con salida a balcón y armario empotrado; y una individual; cocina...",Sant Martí,Piso,,https://www.fotocasa.es/es/alquiler/vivienda/barcelona-capital/aire-acondicionado-calefaccion-ascensor/157744222/d,2 habs.,1 baño,71 m²,con ascensor
